Calvin Klein 4 Piece Men's Fragrance Gift Set	29.99	http://argos.scene7.com/is/image/Argos/4389150_R_SET?$Listers$	4	[{"author":"Marcella","text":"This is a good attempt at a difficult balance - the Calvin Klein 4 Piece Men's Fragrance Gift Set has lots of learning opportunities - how do they fit so much in the space available?","rating":4.4,"date":1458738734722},{"author":"Emmett","text":"Not expected as what it is on the picture.. disappointed by the Calvin Klein 4 Piece Men's Fragrance Gift Set","rating":3.6,"date":1458738734722},{"author":"Julieann","text":"This is a good attempt at a difficult balance - the Calvin Klein 4 Piece Men's Fragrance Gift Set has lots of learning opportunities - how do they fit so much in the space available?","rating":2.7,"date":1458738734722}]	The Calvin Klein 4 Piece Men's Fragrance Gift Set is the latest in a line of quality products from this manufacturer, and it is no disappointment. Fans of the 29.99 BETA will love its fully fledged new successor.	2
Paul Smith Extreme for Men - 50ml Eau de Toilette	16.99	http://argos.scene7.com/is/image/Argos/4381938_R_SET?$Listers$	3	[{"author":"Nakita","text":"Great fit and solid product, bravo Paul Smith Extreme for Men - 50ml Eau de Toilette","rating":2.3,"date":1458738734722},{"author":"Emmett","text":"Bought the same size as the one it was replacing but I think the new Paul Smith Extreme for Men - 50ml Eau de Toilette is smaller than it used to be.","rating":4.8,"date":1458738734722},{"author":"Margret","text":"Bought the same size as the one it was replacing but I think the new Paul Smith Extreme for Men - 50ml Eau de Toilette is smaller than it used to be.","rating":1.4,"date":1458738734722}]	On its release last year, the Paul Smith Extreme for Men - 50ml Eau de Toilette was met with universal acclaim from both the press and from fans of the brand. Featuring all the latest technologies in its field, it has proved resilient to rival products that have since been released.	3
Police To Be King for Men - 40ml Eau de Toilette	14.99	http://argos.scene7.com/is/image/Argos/2391023_R_SET?$Listers$	3	[{"author":"Marine","text":"Great fit and solid product, bravo Police To Be King for Men - 40ml Eau de Toilette","rating":3.9,"date":1458738734722},{"author":"Nakita","text":"This Police To Be King for Men - 40ml Eau de Toilette was fantastic. I have never been so happy with a product before in my life as I was with the Police To Be King for Men - 40ml Eau de Toilette","rating":1.8,"date":1458738734722},{"author":"Lorenza","text":"Great fit and solid product, bravo Police To Be King for Men - 40ml Eau de Toilette","rating":4.1,"date":1458738734722}]	One of the best-performing in its field, the Police To Be King for Men - 40ml Eau de Toilette features light, but strong construction for easy deployment. Experts have praised it as a leader in its field, and it is also remarkably affordable.	5
Davidoff Cool Water for Men - 75ml Aftershave	19.99	http://argos.scene7.com/is/image/Argos/4388388_R_SET?$Listers$	4	[{"author":"Emmett","text":"This Davidoff Cool Water for Men - 75ml Aftershave is amazing. I didn't follow the normal instruction though and I think it works better. Davidoff Cool Water for Men - 75ml Aftershave is absolutely amazing stuff.","rating":3.3,"date":1458738734722},{"author":"Odessa","text":"great price, great fit, great brand. purchased a Davidoff Cool Water for Men - 75ml Aftershave for my husband who then had me purchase again for a co-worker for secret santa.","rating":4.9,"date":1458738734722},{"author":"Stefanie","text":"This Davidoff Cool Water for Men - 75ml Aftershave is amazing. I didn't follow the normal instruction though and I think it works better. Davidoff Cool Water for Men - 75ml Aftershave is absolutely amazing stuff.","rating":2.4,"date":1458738734722}]	On its release last year, the Davidoff Cool Water for Men - 75ml Aftershave was met with universal acclaim from both the press and from fans of the brand. Featuring all the latest technologies in its field, it has proved resilient to rival products that have since been released.	1
Calvin Klein Obsession for Men - 30ml Eau de Toilette	19.99	http://argos.scene7.com/is/image/Argos/4382133_R_SET?$Listers$	2	[{"author":"Marianela","text":"Great fit and solid product, bravo Calvin Klein Obsession for Men - 30ml Eau de Toilette","rating":2.9,"date":1458738734722},{"author":"Stephenie","text":"Great fit and solid product, bravo Calvin Klein Obsession for Men - 30ml Eau de Toilette","rating":1.7,"date":1458738734722},{"author":"Junita","text":"This Calvin Klein Obsession for Men - 30ml Eau de Toilette was fantastic. I have never been so happy with a product before in my life as I was with the Calvin Klein Obsession for Men - 30ml Eau de Toilette","rating":2,"date":1458738734722}]	One of the best-performing in its field, the Calvin Klein Obsession for Men - 30ml Eau de Toilette features light, but strong construction for easy deployment. Experts have praised it as a leader in its field, and it is also remarkably affordable.	3
Paco Rabanne Million for Men - 50ml Eau de Toilette	36.99	http://argos.scene7.com/is/image/Argos/4387808_R_SET?$Listers$	4	[{"author":"Odessa","text":"This Paco Rabanne Million for Men - 50ml Eau de Toilette is amazing. I didn't follow the normal instruction though and I think it works better. Paco Rabanne Million for Men - 50ml Eau de Toilette is absolutely amazing stuff.","rating":2.4,"date":1458738734722},{"author":"Burma","text":"This Paco Rabanne Million for Men - 50ml Eau de Toilette is amazing. I didn't follow the normal instruction though and I think it works better. Paco Rabanne Million for Men - 50ml Eau de Toilette is absolutely amazing stuff.","rating":3.9,"date":1458738734722},{"author":"Rochell","text":"This Paco Rabanne Million for Men - 50ml Eau de Toilette is amazing. I didn't follow the normal instruction though and I think it works better. Paco Rabanne Million for Men - 50ml Eau de Toilette is absolutely amazing stuff.","rating":4.8,"date":1458738734722}]	On its release last year, the Paco Rabanne Million for Men - 50ml Eau de Toilette was met with universal acclaim from both the press and from fans of the brand. Featuring all the latest technologies in its field, it has proved resilient to rival products that have since been released.	5
David Beckham Beyond for Men - 90ml Eau de Toilette	19.99	http://argos.scene7.com/is/image/Argos/4837310_R_SET?$Listers$	2	[{"author":"Odessa","text":"Not expected as what it is on the picture.. disappointed by the David Beckham Beyond for Men - 90ml Eau de Toilette","rating":2.2,"date":1458738734722},{"author":"Lorenza","text":"This is a good attempt at a difficult balance - the David Beckham Beyond for Men - 90ml Eau de Toilette has lots of learning opportunities - how do they fit so much in the space available?","rating":2.2,"date":1458738734722},{"author":"Kymberly","text":"great price, great fit, great brand. purchased a David Beckham Beyond for Men - 90ml Eau de Toilette for my husband who then had me purchase again for a co-worker for secret santa.","rating":1.6,"date":1458738734722}]	Perfect for individuals OR families, this product , the David Beckham Beyond for Men - 90ml Eau de Toilette, is an absolute bargain at £19.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Davidoff Adventure for Men - 100ml Eau de Toilette	19.99	http://argos.scene7.com/is/image/Argos/4759577_R_SET?$Listers$	3	[{"author":"Alpha","text":"This Davidoff Adventure for Men - 100ml Eau de Toilette was fantastic. I have never been so happy with a product before in my life as I was with the Davidoff Adventure for Men - 100ml Eau de Toilette","rating":3.9,"date":1458738734722},{"author":"Bennie","text":"Not expected as what it is on the picture.. disappointed by the Davidoff Adventure for Men - 100ml Eau de Toilette","rating":2,"date":1458738734722},{"author":"Katelyn","text":"Not expected as what it is on the picture.. disappointed by the Davidoff Adventure for Men - 100ml Eau de Toilette","rating":2.9,"date":1458738734722}]	Perfect for individuals OR families, this product , the Davidoff Adventure for Men - 100ml Eau de Toilette, is an absolute bargain at £19.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Jimmy Choo Man for Men - 30ml Eau de Toilette	24.99	http://argos.scene7.com/is/image/Argos/4819060_R_SET?$Listers$	3	[{"author":"Hsiu","text":"Great fit and solid product, bravo Jimmy Choo Man for Men - 30ml Eau de Toilette","rating":2.3,"date":1458738734722},{"author":"Nakita","text":"great price, great fit, great brand. purchased a Jimmy Choo Man for Men - 30ml Eau de Toilette for my husband who then had me purchase again for a co-worker for secret santa.","rating":2.2,"date":1458738734722},{"author":"Emmett","text":"great price, great fit, great brand. purchased a Jimmy Choo Man for Men - 30ml Eau de Toilette for my husband who then had me purchase again for a co-worker for secret santa.","rating":3,"date":1458738734722}]	The Jimmy Choo Man for Men - 30ml Eau de Toilette is the latest in a line of quality products from this manufacturer, and it is no disappointment. Fans of the 24.99 BETA will love its fully fledged new successor.	2
Davidoff Cool Water for Men - 125ml Aftershave	49.99	http://argos.scene7.com/is/image/Argos/4486716_R_SET?$Listers$	4	[{"author":"Emmett","text":"Great fit and solid product, bravo Davidoff Cool Water for Men - 125ml Aftershave","rating":4.3,"date":1458738734722},{"author":"Kathaleen","text":"Great fit and solid product, bravo Davidoff Cool Water for Men - 125ml Aftershave","rating":3.1,"date":1458738734722},{"author":"Nakita","text":"This is a good attempt at a difficult balance - the Davidoff Cool Water for Men - 125ml Aftershave has lots of learning opportunities - how do they fit so much in the space available?","rating":4.1,"date":1458738734722}]	Perfect for individuals OR families, this product , the Davidoff Cool Water for Men - 125ml Aftershave, is an absolute bargain at £49.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	4
