Trespass Men's Grey Puffer Jacket	59.99	http://argos.scene7.com/is/image/Argos/3857724_R_SET?$Listers$	4	[{"author":"Nelly","text":"Bought the same size as the one it was replacing but I think the new Trespass Men's Grey Puffer Jacket is smaller than it used to be.","rating":4.4,"date":1458738734708},{"author":"Kathaleen","text":"Not expected as what it is on the picture.. disappointed by the Trespass Men's Grey Puffer Jacket","rating":3.6,"date":1458738734708},{"author":"Alpha","text":"great price, great fit, great brand. purchased a Trespass Men's Grey Puffer Jacket for my husband who then had me purchase again for a co-worker for secret santa.","rating":4.3,"date":1458738734708}]	One of the best-performing in its field, the Trespass Men's Grey Puffer Jacket features light, but strong construction for easy deployment. Experts have praised it as a leader in its field, and it is also remarkably affordable.	3
Trespass Men's Cobalt Jacket	49.99	http://argos.scene7.com/is/image/Argos/3918522_R_SET?$Listers$	4	[{"author":"Marianela","text":"great price, great fit, great brand. purchased a Trespass Men's Cobalt Jacket for my husband who then had me purchase again for a co-worker for secret santa.","rating":4.1,"date":1458738734708},{"author":"Burma","text":"This is a good attempt at a difficult balance - the Trespass Men's Cobalt Jacket has lots of learning opportunities - how do they fit so much in the space available?","rating":3.5,"date":1458738734708},{"author":"Joette","text":"This Trespass Men's Cobalt Jacket was fantastic. I have never been so happy with a product before in my life as I was with the Trespass Men's Cobalt Jacket","rating":4.4,"date":1458738734708}]	Perfect for individuals OR families, this product , the Trespass Men's Cobalt Jacket, is an absolute bargain at £49.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	5
Cherokee Men's Jeans	20	http://argos.scene7.com/is/image/Argos/4042088_R_SET?$Listers$	4	[{"author":"Marianela","text":"great price, great fit, great brand. purchased a Cherokee Men's Jeans for my husband who then had me purchase again for a co-worker for secret santa.","rating":3.2,"date":1458738734708},{"author":"Joette","text":"Great fit and solid product, bravo Cherokee Men's Jeans","rating":3.9,"date":1458738734708},{"author":"Alpha","text":"Bought the same size as the one it was replacing but I think the new Cherokee Men's Jeans is smaller than it used to be.","rating":3.7,"date":1458738734708}]	One of the best-performing in its field, the Cherokee Men's Jeans features light, but strong construction for easy deployment. Experts have praised it as a leader in its field, and it is also remarkably affordable.	0
Cherokee Men's Navy Cable Knit Jumper	9	http://argos.scene7.com/is/image/Argos/4111964_R_SET?$Listers$	4	[{"author":"Burma","text":"Great fit and solid product, bravo Cherokee Men's Navy Cable Knit Jumper","rating":3,"date":1458738734708},{"author":"Marine","text":"This Cherokee Men's Navy Cable Knit Jumper was fantastic. I have never been so happy with a product before in my life as I was with the Cherokee Men's Navy Cable Knit Jumper","rating":4.3,"date":1458738734708},{"author":"Hsiu","text":"This Cherokee Men's Navy Cable Knit Jumper was fantastic. I have never been so happy with a product before in my life as I was with the Cherokee Men's Navy Cable Knit Jumper","rating":3.6,"date":1458738734708}]	Perfect for individuals OR families, this product , the Cherokee Men's Navy Cable Knit Jumper, is an absolute bargain at £9. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	5
Cherokee Men's Navy Coat	20	http://argos.scene7.com/is/image/Argos/4119430_R_SET?$Listers$	3	[{"author":"Dotty","text":"This is a good attempt at a difficult balance - the Cherokee Men's Navy Coat has lots of learning opportunities - how do they fit so much in the space available?","rating":2,"date":1458738734708},{"author":"Sasha","text":"Great fit and solid product, bravo Cherokee Men's Navy Coat","rating":4,"date":1458738734708},{"author":"Stephenie","text":"This Cherokee Men's Navy Coat is amazing. I didn't follow the normal instruction though and I think it works better. Cherokee Men's Navy Coat is absolutely amazing stuff.","rating":3.2,"date":1458738734708}]	The Cherokee Men's Navy Coat is the latest in a line of quality products from this manufacturer, and it is no disappointment. Fans of the 20 BETA will love its fully fledged new successor.	1
Cherokee Women's Black Feather and Down Padded Jacket.	20	http://argos.scene7.com/is/image/Argos/4125345_R_SET?$Listers$	3	[{"author":"Marine","text":"great price, great fit, great brand. purchased a Cherokee Women's Black Feather and Down Padded Jacket. for my husband who then had me purchase again for a co-worker for secret santa.","rating":1.7,"date":1458738734708},{"author":"Sasha","text":"Great fit and solid product, bravo Cherokee Women's Black Feather and Down Padded Jacket.","rating":4.3,"date":1458738734708},{"author":"Marine","text":"Great fit and solid product, bravo Cherokee Women's Black Feather and Down Padded Jacket.","rating":3.1,"date":1458738734708}]	One of the best-performing in its field, the Cherokee Women's Black Feather and Down Padded Jacket. features light, but strong construction for easy deployment. Experts have praised it as a leader in its field, and it is also remarkably affordable.	3
Cherokee Men's Red Check Shirt	12.8	http://argos.scene7.com/is/image/Argos/4134305_R_SET?$Listers$	4	[{"author":"Kathaleen","text":"This Cherokee Men's Red Check Shirt is amazing. I didn't follow the normal instruction though and I think it works better. Cherokee Men's Red Check Shirt is absolutely amazing stuff.","rating":4.1,"date":1458738734708},{"author":"Kymberly","text":"Not expected as what it is on the picture.. disappointed by the Cherokee Men's Red Check Shirt","rating":3.5,"date":1458738734708},{"author":"Rochell","text":"Not expected as what it is on the picture.. disappointed by the Cherokee Men's Red Check Shirt","rating":3.5,"date":1458738734708}]	The Cherokee Men's Red Check Shirt is the latest in a line of quality products from this manufacturer, and it is no disappointment. Fans of the 12.8 BETA will love its fully fledged new successor.	2
Trespass Nana 3 in 1 Purple Jacket	34.99	http://argos.scene7.com/is/image/Argos/4827801_R_SET?$Listers$	3	[{"author":"Bennie","text":"This is a good attempt at a difficult balance - the Trespass Nana 3 in 1 Purple Jacket has lots of learning opportunities - how do they fit so much in the space available?","rating":3.8,"date":1458738734708},{"author":"Julieann","text":"Great fit and solid product, bravo Trespass Nana 3 in 1 Purple Jacket","rating":1.3,"date":1458738734708},{"author":"Sasha","text":"This Trespass Nana 3 in 1 Purple Jacket was fantastic. I have never been so happy with a product before in my life as I was with the Trespass Nana 3 in 1 Purple Jacket","rating":3.5,"date":1458738734708}]	One of the best-performing in its field, the Trespass Nana 3 in 1 Purple Jacket features light, but strong construction for easy deployment. Experts have praised it as a leader in its field, and it is also remarkably affordable.	1
Trespass Nana 3 in 1 Blue Jacket	34.99	http://argos.scene7.com/is/image/Argos/4571542_R_SET?$Listers$	3	[{"author":"Kymberly","text":"great price, great fit, great brand. purchased a Trespass Nana 3 in 1 Blue Jacket for my husband who then had me purchase again for a co-worker for secret santa.","rating":3.8,"date":1458738734708},{"author":"Stephenie","text":"This is a good attempt at a difficult balance - the Trespass Nana 3 in 1 Blue Jacket has lots of learning opportunities - how do they fit so much in the space available?","rating":1.9,"date":1458738734708},{"author":"Ashton","text":"Not expected as what it is on the picture.. disappointed by the Trespass Nana 3 in 1 Blue Jacket","rating":3.6,"date":1458738734708}]	The Trespass Nana 3 in 1 Blue Jacket is the latest in a line of quality products from this manufacturer, and it is no disappointment. Fans of the 34.99 BETA will love its fully fledged new successor.	3
Cherokee Mens Navy Chino	10	http://argos.scene7.com/is/image/Argos/4475978_R_SET?$Listers$	2	[{"author":"Wan","text":"Great fit and solid product, bravo Cherokee Mens Navy Chino","rating":2.3,"date":1458738734708},{"author":"Nelly","text":"Not expected as what it is on the picture.. disappointed by the Cherokee Mens Navy Chino","rating":2.7,"date":1458738734708},{"author":"Margret","text":"This Cherokee Mens Navy Chino was fantastic. I have never been so happy with a product before in my life as I was with the Cherokee Mens Navy Chino","rating":1,"date":1458738734708}]	On its release last year, the Cherokee Mens Navy Chino was met with universal acclaim from both the press and from fans of the brand. Featuring all the latest technologies in its field, it has proved resilient to rival products that have since been released.	5
